id    experience married wage         industry                        
03129 2          no      1.735681639  Finance                         
03130 3          no      1.574070769  Finance                         
03131 4          no      1.441595677  Finance                         
03132 5          no      2.547255742  Finance                         
03133 6          no      2.991472787  Finance                         
03134 7          yes     3.011443624  Finance                         
03135 8          yes     3.09927469   Finance                         
03136 9          yes     3.096661555  Finance                         
03137 11         no      1.694859645  Trade                           
03138 12         no      1.73254761   Trade                           
03139 13         no      1.469596594  Trade                           
03140 14         no      1.591878696  Trade                           
03141 15         no      1.743171006  Trade                           
03142 16         no      1.581780907  Trade                           
03143 17         no      1.120367221  Trade                           
03144 18         no      1.621685583  Trade                           
03145 9          no      1.58796185   Manufacturing                   
03146 10         yes     1.548813291  Manufacturing                   
03147 11         no      1.550532415  Manufacturing                   
03148 12         no      1.394949894  Manufacturing                   
03149 13         no      1.47490702   Trade                           
03150 14         no      1.379914754  Manufacturing                   
03151 15         no      1.43622017   Manufacturing                   
03152 16         no      1.658000727  Manufacturing                   
03159 17         no      1.407226586  Manufacturing                   
03160 18         no      1.707802753  Manufacturing                   
03161 2          no      1.23875892   Finance                         
03162 3          no      1.386294361  Finance                         
03163 4          no      1.458991564  Finance                         
03164 5          no      1.350716639  Finance                         
03165 6          no      1.357123984  Trade                           
03166 7          no      1.453962396  Finance                         
03167 8          no      1.406287178  Finance                         
03168 9          no      1.352756431  Finance                         
03169 2          no      1.914512791  Trade                           
03170 3          no      1.843052764  Manufacturing                   
03171 4          no      1.715125279  Manufacturing                   
03172 5          yes     1.398005527  Manufacturing                   
03173 6          yes     1.682546384  Manufacturing                   
03174 7          yes     1.871322292  Manufacturing                   
03175 8          yes     1.952794207  Manufacturing                   
03176 9          yes     2.370432308  Manufacturing                   
03177 9          yes     1.447999567  Trade                           
03178 10         yes     1.347073648  Trade                           
03179 11         yes     1.589627744  Trade                           
03180 12         yes     1.64496021   Trade                           
03181 13         yes     1.47490702   Trade                           
03182 14         yes     1.491524931  Trade                           
03183 15         yes     1.563572657  Trade                           
03184 16         yes     1.410776227  Trade                           
03185 2          yes     2.238261439  Manufacturing                   
03186 3          yes     2.284885516  Manufacturing                   
03187 4          yes     2.062142045  Manufacturing                   
03188 5          yes     2.269025535  Manufacturing                   
03189 6          yes     0.783714874  Manufacturing                   
03190 7          yes     3.239678953  Business_and_Repair_Service     
03191 8          yes     2.397604204  Manufacturing                   
03192 9          yes     3.221940486  Personal_Service                
03193 6          no      0.424667041  Manufacturing                   
03194 7          yes     1.442383828  Manufacturing                   
03195 8          no      1.433595634  Trade                           
03196 9          no      1.396141841  Trade                           
03197 10         no      1.42118162   Trade                           
03198 11         no      1.384125287  Trade                           
03199 12         no      1.309657447  Trade                           
03200 13         no      0.971664362  Trade                           
03201 5          no      1.950793019  Manufacturing                   
03202 6          no      1.915413178  Manufacturing                   
03203 7          no      1.938934535  Manufacturing                   
03204 8          no      2.154828438  Manufacturing                   
03205 9          no      1.179442807  Construction                    
03206 10         no      1.397220501  Construction                    
03207 11         no      1.812192524  Manufacturing                   
03208 12         no      2.07251246   Manufacturing                   
03209 3          yes     1.824751901  Manufacturing                   
03210 4          yes     1.971227957  Manufacturing                   
03211 5          yes     2.333062075  Manufacturing                   
03212 6          yes     2.248658233  Manufacturing                   
03213 7          yes     2.135120378  Manufacturing                   
03214 8          yes     2.368724896  Manufacturing                   
03215 9          yes     2.348657332  Manufacturing                   
03216 10         yes     2.34427009   Manufacturing                   
03217 0          no      1.442858167  Business_and_Repair_Service     
03218 1          no      1.420811866  Professional_and_Related_Service
03219 2          no      1.690503365  Professional_and_Related_Service
03220 3          no      1.647448547  Professional_and_Related_Service
03221 4          no      1.9544801    Professional_and_Related_Service
03222 5          no      1.871322292  Professional_and_Related_Service
03223 6          no      2.005988329  Professional_and_Related_Service
03224 7          no      1.67379622   Professional_and_Related_Service
03225 2          no      1.779356703  Agricultural                    
03226 3          no      1.699294242  Trade                           
03227 4          no      1.637258851  Agricultural                    
03228 5          no      1.668251675  Agricultural                    
03229 6          yes     1.682546384  Agricultural                    
03230 7          yes     1.596885446  Manufacturing                   
03231 8          yes     1.682178399  Agricultural                    
03232 9          yes     1.834267667  Manufacturing                   
03233 3          no      1.41516641   Business_and_Repair_Service     
03234 4          yes     1.557001895  Business_and_Repair_Service     
03235 5          yes     2.057612571  Manufacturing                   
03236 6          yes     1.351785586  Construction                    
03237 7          yes     1.387895643  Transportation                  
03238 8          yes     1.425922242  Transportation                  
03239 9          yes     1.520666785  Transportation                  
03240 10         yes     1.524606688  Public_Administration           
03241 3          no      1.964307764  Manufacturing                   
03242 4          no      2.030170493  Manufacturing                   
03243 5          no      2.073495617  Trade                           
03244 6          no      2.04386382   Trade                           
03245 7          yes     2.088011492  Trade                           
03246 8          yes     2.133686557  Manufacturing                   
03247 9          yes     2.113618994  Trade                           
03248 10         yes     1.952050703  Construction                    
03249 2          no      1.027866378  Trade                           
03250 3          no      0.984168154  Trade                           
03251 4          no      1.45647255   Trade                           
03252 5          no      1.333714561  Trade                           
03253 6          no      1.417555723  Manufacturing                   
03254 7          no      1.557206963  Trade                           
03255 8          no      1.643181431  Manufacturing                   
03256 9          no      1.950716124  Trade                           
03257 8          yes     1.39124675   Agricultural                    
03258 9          yes     1.494303885  Agricultural                    
03259 10         yes     1.440744377  Agricultural                    
03260 11         yes     1.400252905  Agricultural                    
03261 12         yes     1.474588666  Agricultural                    
03262 13         yes     1.406290662  Agricultural                    
03263 14         yes     1.463255567  Agricultural                    
03264 15         yes     1.567807273  Business_and_Repair_Service     
03265 6          yes     1.293391116  Agricultural                    
03266 7          yes     1.609437912  Public_Administration           
03267 8          yes     1.467359814  Public_Administration           
03268 9          yes     1.547777521  Public_Administration           
03269 10         yes     1.611318875  Public_Administration           
03270 11         yes     1.576951232  Transportation                  
03271 12         yes     1.706228957  Public_Administration           
03272 13         yes     1.706928245  Public_Administration           
03273 2          no      1.17240954   Agricultural                    
03274 3          no      0.42694414   Mining                          
03275 4          no      1.510014989  Business_and_Repair_Service     
03276 5          no      -0.069549383 Construction                    
03277 6          no      1.827728394  Manufacturing                   
03278 7          yes     1.793360751  Trade                           
03279 8          yes     1.991016671  Manufacturing                   
03280 9          yes     1.952050703  Manufacturing                   
03281 2          no      1.351815643  Trade                           
03282 3          no      1.196250758  Trade                           
03283 4          no      0.641162126  Trade                           
03284 5          no      1.116144392  Trade                           
03285 6          no      0.989399204  Trade                           
03286 7          no      1.137353117  Trade                           
03287 8          no      1.052747033  Trade                           
03288 9          yes     1.21445176   Trade                           
03289 5          no      0.962491751  Trade                           
03290 6          no      1.034129573  Trade                           
03291 7          no      0.854255341  Trade                           
03292 8          no      1.091686329  Trade                           
03293 9          no      0.855867811  Trade                           
03294 10         no      0.821500168  Trade                           
03295 11         no      0.934963997  Trade                           
03296 12         no      1.013781064  Trade                           
03297 5          no      1.856127792  Manufacturing                   
03298 6          no      2.180611896  Manufacturing                   
03299 7          yes     2.426651982  Manufacturing                   
03300 8          yes     2.37279377   Manufacturing                   
03301 9          yes     2.703572436  Manufacturing                   
03302 10         yes     2.921899985  Manufacturing                   
03303 11         yes     2.164912288  Construction                    
03304 12         yes     1.886791288  Manufacturing                   
03305 2          no      0.554400246  Professional_and_Related_Service
03306 3          no      1.115961927  Business_and_Repair_Service     
03307 4          no      1.315370023  Agricultural                    
03308 5          yes     1.259903737  Agricultural                    
03309 6          yes     1.296499362  Agricultural                    
03310 7          yes     -1.15518164  Business_and_Repair_Service     
03311 8          yes     1.28834766   Agricultural                    
03312 9          yes     1.366001658  Agricultural                    
03313 1          yes     1.19825885   Trade                           
03314 2          yes     1.529395205  Agricultural                    
03315 3          yes     1.526783234  Agricultural                    
03316 4          yes     1.497151437  Construction                    
03317 5          yes     1.514127733  Personal_Service                
03318 6          yes     1.728221448  Agricultural                    
03319 7          yes     -0.699791723 Agricultural                    
03320 8          yes     1.58063452   Agricultural                    
03321 3          no      1.194742035  Trade                           
03322 4          no      1.183353517  Trade                           
03323 5          no      1.137697669  Manufacturing                   
03324 6          no      1.367037276  Manufacturing                   
03325 7          yes     1.344393949  Manufacturing                   
03326 8          no      1.532264037  Manufacturing                   
03327 9          no      1.192793106  Manufacturing                   
03328 10         no      1.067848286  Trade                           
03329 2          no      1.638043169  Manufacturing                   
03330 3          no      1.783047529  Manufacturing                   
03331 4          no      1.638513198  Manufacturing                   
03332 5          yes     1.770872463  Manufacturing                   
03333 6          yes     1.973131216  Manufacturing                   
03334 7          yes     2.022145182  Manufacturing                   
03335 8          yes     1.923750231  Manufacturing                   
03336 9          yes     2.035432312  Manufacturing                   
03337 1          no      0.809186737  Trade                           
03338 2          yes     1.263692039  Manufacturing                   
03339 3          yes     1.35456432   Manufacturing                   
03340 4          yes     1.470517839  Business_and_Repair_Service     
03341 5          yes     1.363681384  Trade                           
03342 6          yes     1.819571227  Manufacturing                   
03343 7          yes     1.537005629  Manufacturing                   
03344 8          yes     1.524606688  Public_Administration           
03345 3          no      1.227709084  Trade                           
03346 4          no      1.167828399  Trade                           
03347 5          no      0.708450486  Trade                           
03348 6          no      0.96150111   Entertainment                   
03349 7          yes     0.674097288  Entertainment                   
03350 8          yes     0.984301943  Entertainment                   
03351 9          yes     0.727324632  Manufacturing                   
03352 10         no      0.749015838  Trade                           
03353 3          no      -0.764880908 Manufacturing                   
03354 4          no      1.649516136  Manufacturing                   
03355 5          no      1.872824922  Manufacturing                   
03356 6          no      1.613375065  Manufacturing                   
03357 7          no      1.627983008  Manufacturing                   
03358 8          no      1.648178741  Manufacturing                   
03359 9          no      1.796819523  Manufacturing                   
03360 10         no      1.6762302    Manufacturing                   
03361 3          no      0.992074102  Manufacturing                   
03362 4          no      0.898236079  Trade                           
03363 5          no      0.969990766  Trade                           
03364 6          no      0.804004256  Trade                           
03365 7          no      1.305523408  Manufacturing                   
03366 8          no      1.476625233  Manufacturing                   
03367 9          no      -0.981204183 Manufacturing                   
03368 10         no      0.791118398  Manufacturing                   
03369 6          no      1.521121831  Manufacturing                   
03370 7          no      1.134979933  Manufacturing                   
03371 8          no      1.755041886  Manufacturing                   
03372 9          no      1.786034711  Manufacturing                   
03373 10         no      1.854396641  Manufacturing                   
03374 11         no      1.920112456  Manufacturing                   
03375 12         no      1.946564909  Manufacturing                   
03376 13         no      1.952050703  Manufacturing                   
03377 2          no      1.224856015  Business_and_Repair_Service     
03378 3          no      1.356735559  Business_and_Repair_Service     
03379 4          no      1.537356993  Business_and_Repair_Service     
03380 5          yes     1.749194994  Business_and_Repair_Service     
03381 6          yes     1.667677716  Business_and_Repair_Service     
03382 7          yes     1.495127566  Business_and_Repair_Service     
03383 8          yes     1.235549474  Business_and_Repair_Service     
03384 9          yes     0.82337926   Professional_and_Related_Service
03385 4          no      1.70079438   Manufacturing                   
03386 5          no      1.550249041  Manufacturing                   
03387 6          no      1.679744146  Manufacturing                   
03388 7          no      1.786034711  Manufacturing                   
03389 8          no      1.682546384  Manufacturing                   
03390 9          no      1.622860933  Manufacturing                   
03391 10         no      1.855789884  Manufacturing                   
03392 11         no      1.688990544  Manufacturing                   
03393 3          yes     1.615636572  Construction                    
03394 4          yes     1.980007645  Mining                          
03395 5          yes     1.84427302   Business_and_Repair_Service     
03396 6          yes     1.622107698  Mining                          
03397 7          yes     1.801291421  Mining                          
03398 8          yes     1.586156495  Mining                          
03399 9          yes     1.547530691  Mining                          
03400 10         yes     1.546585595  Mining                          
03401 9          yes     1.659195544  Manufacturing                   
03402 10         yes     1.325931211  Construction                    
03403 11         yes     1.571899993  Construction                    
03404 12         yes     1.437728016  Construction                    
03405 13         yes     1.515763056  Construction                    
03406 14         yes     1.43281733   Construction                    
03407 15         yes     1.529671105  Construction                    
03408 16         yes     1.747110035  Construction                    
03409 3          yes     1.425526711  Construction                    
03410 4          yes     1.198307067  Construction                    
03411 5          yes     1.520725034  Mining                          
03412 6          yes     1.994583195  Mining                          
03413 7          yes     1.709979142  Mining                          
03414 8          yes     1.829947047  Mining                          
03415 9          yes     2.457208698  Mining                          
03416 10         yes     1.569501362  Transportation                  
03417 2          no      1.007498401  Transportation                  
03418 3          no      2.065973325  Transportation                  
03419 4          no      2.197990088  Transportation                  
03420 5          no      2.297929282  Transportation                  
03421 6          no      2.171184093  Business_and_Repair_Service     
03422 7          no      2.240731993  Transportation                  
03423 8          no      2.22755027   Transportation                  
03424 9          no      2.220964144  Transportation                  
03425 3          no      1.531362173  Trade                           
03426 4          no      1.677315335  Trade                           
03427 5          no      1.240877361  Trade                           
03428 6          no      1.482765615  Personal_Service                
03429 7          no      1.210621525  Trade                           
03430 8          no      1.633858687  Trade                           
03431 9          yes     1.75694405   Entertainment                   
03432 10         yes     1.861078925  Entertainment                   
03433 2          no      1.244274101  Transportation                  
03434 3          no      0.835286948  Trade                           
03435 4          no      1.179677741  Construction                    
03436 5          yes     1.243674845  Transportation                  
03437 6          yes     1.675360725  Transportation                  
03438 7          yes     1.633753374  Transportation                  
03439 8          yes     1.593885792  Transportation                  
03440 9          yes     1.537851915  Transportation                  
03441 2          yes     1.297176677  Personal_Service                
03442 3          yes     1.326870941  Professional_and_Related_Service
03443 4          yes     1.281030236  Professional_and_Related_Service
03444 5          yes     1.342592821  Public_Administration           
03445 6          yes     1.334760388  Professional_and_Related_Service
03446 7          yes     1.489141305  Professional_and_Related_Service
03447 8          yes     1.760324758  Professional_and_Related_Service
03448 9          yes     1.627703159  Professional_and_Related_Service
03449 4          no      1.230645286  Trade                           
03450 5          no      1.326870941  Trade                           
03451 6          no      1.28512474   Trade                           
03452 7          no      1.16946403   Trade                           
03453 8          yes     1.226642879  Manufacturing                   
03454 9          yes     1.273485291  Trade                           
03455 10         yes     1.262467564  Trade                           
03456 11         yes     1.11914158   Trade                           
03457 2          no      1.266279719  Trade                           
03458 3          no      1.397785869  Trade                           
03519 9          no      2.187726966  Manufacturing                   
03520 10         yes     2.074653025  Manufacturing                   
03521 2          no      1.81264268   Transportation                  
03522 3          no      1.967650136  Transportation                  
03523 4          no      2.068939801  Transportation                  
03524 5          no      2.210917905  Transportation                  
03525 6          no      2.343944867  Transportation                  
03526 7          no      2.309577223  Transportation                  
03527 8          no      2.38188298   Transportation                  
03528 9          no      2.28229239   Transportation                  
03529 4          no      1.829710589  Professional_and_Related_Service
03530 5          no      1.483992004  Business_and_Repair_Service     
03531 6          no      1.460391145  Professional_and_Related_Service
03532 7          no      1.412410208  Professional_and_Related_Service
03533 8          no      1.074813455  Professional_and_Related_Service
03534 9          no      1.720146034  Professional_and_Related_Service
03535 10         yes     2.174654884  Professional_and_Related_Service
03536 11         yes     1.812288761  Transportation                  
03537 7          no      1.399805498  Trade                           
03538 8          no      1.391406556  Trade                           
03539 9          no      1.380151218  Trade                           
03540 10         yes     1.733837105  Trade                           
03541 11         yes     1.556776997  Trade                           
03542 12         yes     1.764922815  Trade                           
03543 13         yes     1.673062566  Trade                           
03544 14         yes     1.301855678  Trade                           
03545 3          no      1.579335569  Trade                           
03546 4          no      1.600313005  Trade                           
03547 5          no      2.400315073  Manufacturing                   
03548 6          no      2.361105095  Manufacturing                   
03549 7          no      2.273077391  Manufacturing                   
03550 8          no      2.443347536  Manufacturing                   
03551 9          no      2.503426081  Manufacturing                   
03552 10         no      2.309376524  Manufacturing                   
03553 1          no      1.601883188  Trade                           
03554 2          no      1.429397602  Entertainment                   
03555 3          no      -1.216737146 Trade                           
03556 4          no      1.106962771  Personal_Service                
03557 5          no      1.246190789  Personal_Service                
03558 6          no      1.415846763  Personal_Service                
03559 7          no      1.668933172  Trade                           
03560 8          no      1.727523494  Trade                           
03561 4          no      -0.073552461 Agricultural                    
03562 5          no      1.293025891  Construction                    
03563 6          no      1.634413899  Construction                    
03564 7          yes     1.688525644  Construction                    
03565 8          yes     1.618007863  Construction                    
03566 9          no      1.514647348  Construction                    
03567 10         yes     1.468529108  Construction                    
03568 11         yes     1.706928245  Construction                    
03569 9          no      1.106828809  Construction                    
03570 10         yes     1.027746173  Construction                    
03571 11         yes     1.262565401  Construction                    
03572 12         yes     1.399987688  Construction                    
03573 13         yes     1.589569928  Construction                    
03574 14         yes     1.49183267   Construction                    
03575 15         yes     1.37351483   Construction                    
03576 16         yes     1.459467386  Construction                    
03577 7          yes     1.224856015  Construction                    
03578 8          yes     1.175223391  Construction                    
03579 9          yes     1.596673571  Construction                    
03580 10         yes     1.512974552  Construction                    
03581 11         yes     1.618007863  Manufacturing                   
03582 12         yes     1.514647348  Manufacturing                   
03583 13         yes     1.851254729  Manufacturing                   
03584 14         yes     1.861078925  Manufacturing                   
03585 2          no      2.563853662  Transportation                  
03586 3          no      2.530633329  Transportation                  
03587 4          no      2.170792597  Transportation                  
03588 5          no      2.197422423  Transportation                  
03589 6          no      2.454636767  Manufacturing                   
03590 7          no      2.069024035  Transportation                  
03591 8          no      2.428655949  Transportation                  
03592 9          no      2.602088703  Transportation                  
03593 4          yes     1.501065687  Trade                           
03594 5          yes     1.403628679  Trade                           
03595 6          yes     1.058481733  Trade                           
03596 7          yes     1.146991174  Trade                           
03597 8          yes     1.171720761  Trade                           
03598 9          yes     1.075348167  Trade                           
03599 10         yes     1.077325469  Trade                           
03600 11         yes     1.096668724  Trade                           
03601 3          yes     1.304898723  Trade                           
03602 4          yes     1.203972804  Trade                           
03603 5          yes     1.285038257  Trade                           
03604 6          no      1.173516347  Trade                           
03605 7          yes     1.114524248  Trade                           
03606 8          yes     1.140434784  Business_and_Repair_Service     
03607 9          yes     1.371391331  Transportation                  
03608 10         yes     2.094187831  Manufacturing                   
03609 1          no      1.090123421  Trade                           
03610 2          no      0.896692374  Trade                           
03611 3          no      0.802493406  Entertainment                   
03612 4          no      1.684382987  Trade                           
03613 5          no      1.164603293  Manufacturing                   
03614 6          no      1.729596019  Trade                           
03615 7          no      1.946564909  Public_Administration           
03616 8          no      2.074653025  Public_Administration           
03617 1          no      1.235728373  Trade                           
03618 2          no      0.997636371  Trade                           
03619 3          no      1.4504383    Manufacturing                   
03620 4          no      1.494705451  Manufacturing                   
03621 5          no      1.94855364   Manufacturing                   
03622 6          no      1.894669656  Manufacturing                   
03623 7          no      2.256119056  Trade                           
03624 8          no      2.266544033  Trade                           
03625 2          no      0.931694477  Entertainment                   
03626 3          no      0.791587253  Professional_and_Related_Service
03627 4          no      1.315070544  Professional_and_Related_Service
03628 5          no      1.437211887  Professional_and_Related_Service
03629 6          no      1.480092857  Business_and_Repair_Service     
03630 7          no      1.678950399  Professional_and_Related_Service
03631 8          no      1.654086664  Business_and_Repair_Service     
03632 9          no      1.920502345  Business_and_Repair_Service     
03633 4          no      -0.887685475 Business_and_Repair_Service     
03634 5          no      1.981076592  Construction                    
03635 6          no      1.96635098   Construction                    
03636 7          no      2.489866297  Construction                    
03637 8          no      2.320027021  Construction                    
03638 9          no      2.193790481  Construction                    
03639 10         no      2.413879848  Construction                    
03640 11         no      2.191989732  Construction                    
03641 3          no      1.32064708   Manufacturing                   
03642 4          no      1.107580959  Professional_and_Related_Service
03643 5          no      1.758895456  Manufacturing                   
03644 6          no      1.304936542  Trade                           
03645 7          no      1.32075634   Construction                    
03646 8          no      1.514647348  Construction                    
03647 9          no      2.113618994  Construction                    
03648 10         no      1.571355668  Construction                    
03649 2          no      2.132865126  Manufacturing                   
03650 3          no      2.146395677  Manufacturing                   
03651 4          no      2.368899736  Manufacturing                   
03652 5          yes     2.370011335  Manufacturing                   
03653 6          yes     2.090276499  Manufacturing                   
03654 7          yes     2.439650674  Manufacturing                   
03655 8          yes     2.548255479  Manufacturing                   
03656 9          yes     2.754728124  Trade                           
03657 3          no      2.035786232  Manufacturing                   
03658 4          no      1.877701899  Manufacturing                   
03659 5          no      1.872824922  Manufacturing                   
03660 6          no      1.897260346  Manufacturing                   
03661 7          no      1.905689936  Manufacturing                   
03662 8          no      1.896014905  Manufacturing                   
03663 9          no      2.347233845  Manufacturing                   
03664 10         yes     2.278748381  Manufacturing                   
03665 3          no      1.050256505  Trade                           
03666 4          no      1.406853088  Professional_and_Related_Service
03667 5          no      0.896605947  Trade                           
03668 6          no      2.418557269  Trade                           
03669 7          no      1.849600469  Trade                           
03670 8          no      1.756392325  Trade                           
03671 9          no      1.778470384  Trade                           
03672 10         yes     1.96643944   Trade                           
03673 2          no      1.000601587  Trade                           
03674 3          no      1.18510432   Professional_and_Related_Service
03675 4          no      1.507080652  Professional_and_Related_Service
03676 5          no      1.296552101  Professional_and_Related_Service
03677 6          no      1.665116749  Professional_and_Related_Service
03678 7          yes     1.901211678  Professional_and_Related_Service
03679 8          yes     1.82048307   Professional_and_Related_Service
03680 9          yes     2.021730624  Manufacturing                   
03681 2          no      2.043009044  Professional_and_Related_Service
03682 3          no      1.98905748   Trade                           
03683 4          no      1.872824922  Professional_and_Related_Service
03684 5          no      1.973246253  Professional_and_Related_Service
03685 6          no      2.023472971  Manufacturing                   
03686 7          yes     2.2420277    Manufacturing                   
03687 8          yes     2.017903052  Professional_and_Related_Service
03688 9          yes     2.045777101  Manufacturing                   
03689 1          no      1.420730538  Trade                           
03690 2          no      1.342875741  Trade                           
03691 3          no      1.416374259  Trade                           
03692 4          no      1.578395346  Trade                           
03693 5          no      1.885821732  Trade                           
03694 6          yes     2.037502633  Trade                           
03695 7          yes     2.203475323  Trade                           
03696 8          yes     2.164509354  Trade                           
03697 5          yes     2.075006945  Manufacturing                   
03698 6          yes     2.111529856  Manufacturing                   
03699 7          yes     1.992713538  Manufacturing                   
03700 8          yes     2.465810154  Manufacturing                   
03701 9          yes     2.174323813  Personal_Service                
03702 10         yes     1.70597084   Trade                           
03703 11         yes     1.514312485  Trade                           
03704 12         yes     1.61970786   Manufacturing                   
03705 5          no      1.1194955    Manufacturing                   
03706 6          no      1.079194203  Manufacturing                   
03707 7          no      0.912524249  Manufacturing                   
03708 8          no      1.032262908  Manufacturing                   
03709 9          no      0.989399204  Manufacturing                   
03710 10         no      1.072814596  Manufacturing                   
03711 11         no      1.052747033  Manufacturing                   
03712 12         no      0.920690641  Manufacturing                   
03713 7          yes     1.190910758  Trade                           
03714 8          yes     1.069446196  Trade                           
03715 9          yes     1.230665529  Trade                           
03716 10         yes     1.134778472  Business_and_Repair_Service     
03717 11         yes     1.033850966  Trade                           
03718 12         yes     1.010294239  Business_and_Repair_Service     
03719 13         no      1.108774864  Business_and_Repair_Service     
03720 14         no      1.211575179  Trade                           
03721 2          no      1.782337331  Trade                           
03722 3          no      1.139434283  Trade                           
03723 4          no      1.961316684  Trade                           
03724 5          no      1.188017438  Trade                           
03725 6          no      1.960414835  Trade                           
03726 7          no      1.657094104  Trade                           
03727 8          no      1.795165262  Trade                           
03728 9          no      1.527013428  Trade                           
03729 1          no      1.557106407  Professional_and_Related_Service
03730 2          no      1.688150487  Professional_and_Related_Service
03731 3          no      2.160506994  Manufacturing                   
03732 4          no      2.237484932  Professional_and_Related_Service
03733 5          yes     2.566278147  Business_and_Repair_Service     
03734 6          yes     2.599698165  Business_and_Repair_Service     
03735 7          yes     2.923383844  Business_and_Repair_Service     
03736 8          yes     3.037133139  Trade                           
03737 5          no      0.702811508  Trade                           
03738 6          yes     1.391992382  Trade                           
03739 7          yes     1.184954799  Construction                    
03740 8          yes     0.929984059  Transportation                  
03741 9          yes     0.926063329  Trade                           
03742 10         yes     0.087838732  Trade                           
03743 11         yes     2.239830305  Construction                    
03744 12         no      1.811519825  Manufacturing                   
03745 1          no      1.650556537  Professional_and_Related_Service
03746 2          no      1.988927534  Public_Administration           
03747 3          no      2.026975602  Public_Administration           
03748 4          yes     2.05345405   Public_Administration           
03749 5          yes     2.311155044  Public_Administration           
03750 6          yes     2.299852673  Professional_and_Related_Service
03751 7          yes     2.302330348  Professional_and_Related_Service
03752 8          yes     2.342917012  Professional_and_Related_Service
03753 4          no      1.871046213  Trade                           
03754 5          no      1.116267224  Business_and_Repair_Service     
03755 6          no      1.658857962  Trade                           
03756 7          no      1.586763595  Trade                           
03757 8          no      -0.639086904 Manufacturing                   
03758 9          no      1.712603308  Trade                           
03759 10         no      1.830162705  Trade                           
03760 11         no      1.571207509  Trade                           
03761 1          no      1.09856229   Professional_and_Related_Service
03762 2          no      1.740466175  Business_and_Repair_Service     
03763 3          no      2.278770915  Professional_and_Related_Service
03764 4          no      2.464208873  Professional_and_Related_Service
03765 5          no      2.359945208  Manufacturing                   
03766 6          no      2.504719468  Transportation                  
03767 7          yes     2.493108615  Manufacturing                   
03768 8          yes     2.623218977  Manufacturing                   
03769 1          no      1.039124313  Trade                           
03770 2          no      1.35135631   Trade                           
03771 3          no      1.660606215  Trade                           
03772 4          no      1.600137918  Trade                           
03773 5          no      1.611243463  Trade                           
03774 6          no      1.685255413  Trade                           
03775 7          no      1.784045979  Trade                           
03776 8          no      1.812288761  Trade                           
03777 2          no      1.630321123  Public_Administration           
03778 3          no      1.771956842  Transportation                  
03779 4          no      1.978185438  Professional_and_Related_Service
03780 5          no      1.839354348  Professional_and_Related_Service
03781 6          no      1.944001971  Professional_and_Related_Service
03782 7          no      1.889956372  Professional_and_Related_Service
03783 8          yes     2.158857779  Professional_and_Related_Service
03784 9          yes     2.104958374  Transportation                  
03785 2          no      2.24548586   Manufacturing                   
03786 3          yes     1.971708842  Mining                          
03787 4          yes     2.232250899  Business_and_Repair_Service     
03788 5          yes     2.554347622  Mining                          
03789 6          yes     2.904640939  Personal_Service                
03790 7          yes     2.966105804  Mining                          
03791 8          yes     2.990088231  Professional_and_Related_Service
03792 9          yes     3.131653639  Manufacturing                   
03793 3          no      2.28090869   Transportation                  
03794 4          yes     2.040220829  Transportation                  
03795 5          yes     2.206063526  Transportation                  
03796 6          yes     2.377120079  Transportation                  
03797 7          yes     2.246419108  Transportation                  
03798 8          yes     1.940589927  Transportation                  
03799 9          yes     2.256719837  Transportation                  
03800 10         yes     2.217753869  Transportation                  
03801 2          no      1.666688768  Manufacturing                   
03802 3          no      1.708581963  Manufacturing                   
03803 4          no      1.859401902  Manufacturing                   
03804 5          no      1.821137231  Manufacturing                   
03805 6          no      1.910225091  Manufacturing                   
03806 7          no      1.874992021  Manufacturing                   
03807 8          no      1.922729177  Manufacturing                   
03808 9          no      2.09888032   Manufacturing                   
03809 1          no      0.817682965  Construction                    
03810 2          no      0.77279934   Business_and_Repair_Service     
03811 3          no      1.169588945  Business_and_Repair_Service     
03812 4          yes     -0.164762744 Business_and_Repair_Service     
03813 5          yes     2.570399181  Business_and_Repair_Service     
03814 6          yes     2.587816837  Business_and_Repair_Service     
03815 7          yes     2.547612185  Business_and_Repair_Service     
03816 8          yes     2.517527987  Business_and_Repair_Service     
03817 3          no      1.524960608  Professional_and_Related_Service
03818 4          yes     1.609437912  Professional_and_Related_Service
03824 10         yes     2.180785443  Professional_and_Related_Service
03825 2          no      1.251218574  Agricultural                    
03826 3          no      0.361790045  Trade                           
03827 4          yes     1.700352     Agricultural                    
03828 5          yes     1.076831228  Manufacturing                   
03829 6          yes     1.030221198  Agricultural                    
03830 7          yes     1.003293018  Agricultural                    
03831 8          yes     0.898706249  Agricultural                    
03832 9          no      1.390798891  Trade                           
03833 3          yes     2.098068058  Manufacturing                   
